p2/orbit/p2.eclipse.plugin/org.eclipse.escet.releng.dev.documentation.source/3.0.0.qualifier, MIT, approved, technology.escet
p2/orbit/p2.eclipse.plugin/org.eclipse.escet.releng.dev.documentation/3.0.0.qualifier, MIT, approved, technology.escet
p2/orbit/p2.eclipse.plugin/org.eclipse.escet.releng.project.documentation.source/3.0.0.qualifier, MIT, approved, technology.escet
p2/orbit/p2.eclipse.plugin/org.eclipse.escet.releng.project.documentation/3.0.0.qualifier, MIT, approved, technology.escet
p2/orbit/p2.eclipse.plugin/org.eclipse.escet.releng.tests.source/3.0.0.qualifier, MIT, approved, technology.escet
p2/orbit/p2.eclipse.plugin/org.eclipse.escet.releng.tests/3.0.0.qualifier, MIT, approved, technology.escet
p2/orbit/p2.eclipse.plugin/org.eclipse.escet.releng.website.source/3.0.0.qualifier, MIT, approved, technology.escet
p2/orbit/p2.eclipse.plugin/org.eclipse.escet.releng.website/3.0.0.qualifier, MIT, approved, technology.escet
p2/orbit/p2.eclipse.plugin/org.eclipse.escet.setext.generator.source/3.0.0.qualifier, MIT, approved, technology.escet
p2/orbit/p2.eclipse.plugin/org.eclipse.escet.setext.generator/3.0.0.qualifier, MIT, approved, technology.escet
p2/orbit/p2.eclipse.plugin/org.eclipse.escet.setext.io.source/3.0.0.qualifier, MIT, approved, technology.escet
p2/orbit/p2.eclipse.plugin/org.eclipse.escet.setext.io/3.0.0.qualifier, MIT, approved, technology.escet
p2/orbit/p2.eclipse.plugin/org.eclipse.escet.setext.parser.source/3.0.0.qualifier, MIT, approved, technology.escet
p2/orbit/p2.eclipse.plugin/org.eclipse.escet.setext.parser/3.0.0.qualifier, MIT, approved, technology.escet
p2/orbit/p2.eclipse.plugin/org.eclipse.escet.setext.runtime.source/3.0.0.qualifier, MIT, approved, technology.escet
p2/orbit/p2.eclipse.plugin/org.eclipse.escet.setext.runtime/3.0.0.qualifier, MIT, approved, technology.escet
p2/orbit/p2.eclipse.plugin/org.eclipse.escet.setext.tests.source/3.0.0.qualifier, MIT, approved, technology.escet
p2/orbit/p2.eclipse.plugin/org.eclipse.escet.setext.tests/3.0.0.qualifier, MIT, approved, technology.escet
p2/orbit/p2.eclipse.plugin/org.eclipse.escet.setext.texteditor.source/3.0.0.qualifier, MIT, approved, technology.escet
p2/orbit/p2.eclipse.plugin/org.eclipse.escet.setext.texteditor/3.0.0.qualifier, MIT, approved, technology.escet
p2/orbit/p2.eclipse.plugin/org.eclipse.escet.setext.texteditorbase.source/3.0.0.qualifier, MIT, approved, technology.escet
p2/orbit/p2.eclipse.plugin/org.eclipse.escet.setext.texteditorbase/3.0.0.qualifier, MIT, approved, technology.escet
p2/orbit/p2.eclipse.plugin/org.eclipse.escet.setext.typechecker.source/3.0.0.qualifier, MIT, approved, technology.escet
p2/orbit/p2.eclipse.plugin/org.eclipse.escet.setext.typechecker/3.0.0.qualifier, MIT, approved, technology.escet
p2/orbit/p2.eclipse.plugin/org.eclipse.escet.tooldef.common.source/3.0.0.qualifier, MIT, approved, technology.escet
p2/orbit/p2.eclipse.plugin/org.eclipse.escet.tooldef.common/3.0.0.qualifier, MIT, approved, technology.escet
p2/orbit/p2.eclipse.plugin/org.eclipse.escet.tooldef.documentation.source/3.0.0.qualifier, MIT, approved, technology.escet
p2/orbit/p2.eclipse.plugin/org.eclipse.escet.tooldef.documentation/3.0.0.qualifier, MIT, approved, technology.escet
p2/orbit/p2.eclipse.plugin/org.eclipse.escet.tooldef.interpreter.source/3.0.0.qualifier, MIT, approved, technology.escet
p2/orbit/p2.eclipse.plugin/org.eclipse.escet.tooldef.interpreter/3.0.0.qualifier, MIT, approved, technology.escet
p2/orbit/p2.eclipse.plugin/org.eclipse.escet.tooldef.io.source/3.0.0.qualifier, MIT, approved, technology.escet
p2/orbit/p2.eclipse.plugin/org.eclipse.escet.tooldef.io/3.0.0.qualifier, MIT, approved, technology.escet
p2/orbit/p2.eclipse.plugin/org.eclipse.escet.tooldef.metamodel.java.source/3.0.0.qualifier, MIT, approved, technology.escet
p2/orbit/p2.eclipse.plugin/org.eclipse.escet.tooldef.metamodel.java/3.0.0.qualifier, MIT, approved, technology.escet
p2/orbit/p2.eclipse.plugin/org.eclipse.escet.tooldef.metamodel.source/3.0.0.qualifier, MIT, approved, technology.escet
p2/orbit/p2.eclipse.plugin/org.eclipse.escet.tooldef.metamodel/3.0.0.qualifier, MIT, approved, technology.escet
p2/orbit/p2.eclipse.plugin/org.eclipse.escet.tooldef.parser.source/3.0.0.qualifier, MIT, approved, technology.escet
p2/orbit/p2.eclipse.plugin/org.eclipse.escet.tooldef.parser/3.0.0.qualifier, MIT, approved, technology.escet
p2/orbit/p2.eclipse.plugin/org.eclipse.escet.tooldef.runtime.source/3.0.0.qualifier, MIT, approved, technology.escet
p2/orbit/p2.eclipse.plugin/org.eclipse.escet.tooldef.runtime/3.0.0.qualifier, MIT, approved, technology.escet
p2/orbit/p2.eclipse.plugin/org.eclipse.escet.tooldef.tests.source/3.0.0.qualifier, MIT, approved, technology.escet
p2/orbit/p2.eclipse.plugin/org.eclipse.escet.tooldef.tests/3.0.0.qualifier, MIT, approved, technology.escet
p2/orbit/p2.eclipse.plugin/org.eclipse.escet.tooldef.texteditor.source/3.0.0.qualifier, MIT, approved, technology.escet
p2/orbit/p2.eclipse.plugin/org.eclipse.escet.tooldef.texteditor/3.0.0.qualifier, MIT, approved, technology.escet
p2/orbit/p2.eclipse.plugin/org.eclipse.escet.tooldef.typechecker.source/3.0.0.qualifier, MIT, approved, technology.escet
p2/orbit/p2.eclipse.plugin/org.eclipse.escet.tooldef.typechecker/3.0.0.qualifier, MIT, approved, technology.escet
p2/orbit/p2.eclipse.plugin/org.eclipse.help.base.source/4.3.1000.v20230302-0300, EPL-2.0, approved, eclipse.platform
p2/orbit/p2.eclipse.plugin/org.eclipse.help.base/4.3.1000.v20230302-0300, EPL-2.0, approved, eclipse.platform
p2/orbit/p2.eclipse.plugin/org.eclipse.help.source/3.9.100.v20210721-0601, EPL-2.0, approved, eclipse.platform
p2/orbit/p2.eclipse.plugin/org.eclipse.help.ui.source/4.4.100.v20220619-1918, EPL-2.0, approved, eclipse.platform
p2/orbit/p2.eclipse.plugin/org.eclipse.help.ui/4.4.100.v20220619-1918, EPL-2.0, approved, eclipse.platform
p2/orbit/p2.eclipse.plugin/org.eclipse.help.webapp.source/3.10.1000.v20221221-1358, EPL-2.0, approved, eclipse.platform
p2/orbit/p2.eclipse.plugin/org.eclipse.help.webapp/3.10.1000.v20221221-1358, EPL-2.0, approved, eclipse.platform
p2/orbit/p2.eclipse.plugin/org.eclipse.help/3.9.100.v20210721-0601, EPL-2.0, approved, eclipse.platform
p2/orbit/p2.eclipse.plugin/org.eclipse.jdt.annotation.source/2.2.700.v20220826-1026, EPL-2.0, approved, eclipse.jdt
p2/orbit/p2.eclipse.plugin/org.eclipse.jdt.annotation/2.2.700.v20220826-1026, EPL-2.0, approved, eclipse.jdt
p2/orbit/p2.eclipse.plugin/org.eclipse.jdt.apt.core.source/3.7.100.v20221202-1820, EPL-2.0, approved, eclipse.jdt
p2/orbit/p2.eclipse.plugin/org.eclipse.jdt.apt.core/3.7.100.v20221202-1820, EPL-2.0, approved, eclipse.jdt
p2/orbit/p2.eclipse.plugin/org.eclipse.jdt.apt.pluggable.core.source/1.3.100.v20221201-1549, EPL-2.0, approved, eclipse.jdt
p2/orbit/p2.eclipse.plugin/org.eclipse.jdt.apt.pluggable.core/1.3.100.v20221201-1549, EPL-2.0, approved, eclipse.jdt
p2/orbit/p2.eclipse.plugin/org.eclipse.jdt.apt.ui.source/3.7.0.v20210620-1751, EPL-2.0, approved, eclipse.jdt
p2/orbit/p2.eclipse.plugin/org.eclipse.jdt.apt.ui/3.7.0.v20210620-1751, EPL-2.0, approved, eclipse.jdt
p2/orbit/p2.eclipse.plugin/org.eclipse.jdt.astview/1.5.200.v20230122-1501, EPL-2.0, approved, eclipse.jdt
p2/orbit/p2.eclipse.plugin/org.eclipse.jdt.bcoview/1.1.0.v20230116-1714, EPL-2.0, approved, eclipse.jdt
p2/orbit/p2.eclipse.plugin/org.eclipse.jdt.core.compiler.batch.source/3.33.0.v20230218-1114, EPL-2.0, approved, eclipse.jdt
p2/orbit/p2.eclipse.plugin/org.eclipse.jdt.core.compiler.batch/3.33.0.v20230218-1114, EPL-2.0, approved, eclipse.jdt
p2/orbit/p2.eclipse.plugin/org.eclipse.jdt.core.formatterapp.source/1.1.0.v20210618-1653, EPL-2.0, approved, eclipse.jdt
p2/orbit/p2.eclipse.plugin/org.eclipse.jdt.core.formatterapp/1.1.0.v20210618-1653, EPL-2.0, approved, eclipse.jdt
p2/orbit/p2.eclipse.plugin/org.eclipse.jdt.core.manipulation.source/1.18.0.v20230209-2203, EPL-2.0, approved, eclipse.jdt
p2/orbit/p2.eclipse.plugin/org.eclipse.jdt.core.manipulation/1.18.0.v20230209-2203, EPL-2.0, approved, eclipse.jdt
p2/orbit/p2.eclipse.plugin/org.eclipse.jdt.core.source/3.33.0.v20230222-1748, EPL-2.0, approved, eclipse.jdt
p2/orbit/p2.eclipse.plugin/org.eclipse.jdt.core/3.33.0.v20230222-1748, EPL-2.0, approved, eclipse.jdt
p2/orbit/p2.eclipse.plugin/org.eclipse.jdt.debug.source/3.20.100.v20230119-1127, EPL-2.0, approved, eclipse.jdt
p2/orbit/p2.eclipse.plugin/org.eclipse.jdt.debug.ui.source/3.12.1000.v20230207-1058, EPL-2.0, approved, eclipse.jdt
p2/orbit/p2.eclipse.plugin/org.eclipse.jdt.debug.ui/3.12.1000.v20230207-1058, EPL-2.0, approved, eclipse.jdt
p2/orbit/p2.eclipse.plugin/org.eclipse.jdt.debug/3.20.100.v20230119-1127, EPL-2.0, approved, eclipse.jdt
p2/orbit/p2.eclipse.plugin/org.eclipse.jdt.doc.isv/3.14.1900.v20230301-0615, EPL-2.0, approved, eclipse.platform
p2/orbit/p2.eclipse.plugin/org.eclipse.jdt.doc.user/3.15.1700.v20230301-1632, EPL-2.0, approved, eclipse.platform
p2/orbit/p2.eclipse.plugin/org.eclipse.jdt.jeview/1.4.200.v20230122-1501, EPL-2.0, approved, eclipse.jdt
p2/orbit/p2.eclipse.plugin/org.eclipse.jdt.junit.core.source/3.11.600.v20230209-1546, EPL-2.0, approved, eclipse.jdt
p2/orbit/p2.eclipse.plugin/org.eclipse.jdt.junit.core/3.11.600.v20230209-1546, EPL-2.0, approved, eclipse.jdt
p2/orbit/p2.eclipse.plugin/org.eclipse.jdt.junit.runtime.source/3.7.100.v20230115-0919, EPL-2.0, approved, eclipse.jdt
p2/orbit/p2.eclipse.plugin/org.eclipse.jdt.junit.runtime/3.7.100.v20230115-0919, EPL-2.0, approved, eclipse.jdt
p2/orbit/p2.eclipse.plugin/org.eclipse.jdt.junit.source/3.15.200.v20230209-1546, EPL-2.0, approved, eclipse.jdt
p2/orbit/p2.eclipse.plugin/org.eclipse.jdt.junit/3.15.200.v20230209-1546, EPL-2.0, approved, eclipse.jdt
p2/orbit/p2.eclipse.plugin/org.eclipse.jdt.junit4.runtime.source/1.3.0.v20220609-1843, EPL-2.0, approved, eclipse.jdt
p2/orbit/p2.eclipse.plugin/org.eclipse.jdt.junit4.runtime/1.3.0.v20220609-1843, EPL-2.0, approved, eclipse.jdt
p2/orbit/p2.eclipse.plugin/org.eclipse.jdt.junit5.runtime.source/1.1.100.v20220907-0450, EPL-2.0, approved, eclipse.jdt
p2/orbit/p2.eclipse.plugin/org.eclipse.jdt.junit5.runtime/1.1.100.v20220907-0450, EPL-2.0, approved, eclipse.jdt
p2/orbit/p2.eclipse.plugin/org.eclipse.jdt.launching.macosx.source/3.5.100.v20220927-0854, EPL-2.0, approved, eclipse.jdt
p2/orbit/p2.eclipse.plugin/org.eclipse.jdt.launching.macosx/3.5.100.v20220927-0854, EPL-2.0, approved, eclipse.jdt
p2/orbit/p2.eclipse.plugin/org.eclipse.jdt.launching.source/3.19.900.v20230209-1222, EPL-2.0, approved, eclipse.jdt
p2/orbit/p2.eclipse.plugin/org.eclipse.jdt.launching.ui.macosx.source/1.3.100.v20220927-0854, EPL-2.0, approved, eclipse.jdt
p2/orbit/p2.eclipse.plugin/org.eclipse.jdt.launching.ui.macosx/1.3.100.v20220927-0854, EPL-2.0, approved, eclipse.jdt
p2/orbit/p2.eclipse.plugin/org.eclipse.jdt.launching/3.19.900.v20230209-1222, EPL-2.0, approved, eclipse.jdt
p2/orbit/p2.eclipse.plugin/org.eclipse.jdt.ui.source/3.28.0.v20230210-2115, EPL-2.0, approved, eclipse.jdt
p2/orbit/p2.eclipse.plugin/org.eclipse.jdt.ui/3.28.0.v20230210-2115, EPL-2.0, approved, eclipse.jdt
p2/orbit/p2.eclipse.plugin/org.eclipse.jdt/3.19.0.v20230302-0300, EPL-2.0, approved, eclipse.jdt
p2/orbit/p2.eclipse.plugin/org.eclipse.jface.databinding.source/1.14.100.v20230214-1401, EPL-2.0, approved, eclipse.platform
p2/orbit/p2.eclipse.plugin/org.eclipse.jface.databinding/1.14.100.v20230214-1401, EPL-2.0, approved, eclipse.platform
p2/orbit/p2.eclipse.plugin/org.eclipse.jface.notifications.source/0.5.200.v20230220-0932, EPL-2.0, approved, eclipse.platform
p2/orbit/p2.eclipse.plugin/org.eclipse.jface.notifications/0.5.200.v20230220-0932, EPL-2.0, approved, eclipse.platform
p2/orbit/p2.eclipse.plugin/org.eclipse.jface.source/3.29.0.v20230214-1401, EPL-2.0, approved, eclipse.platform
p2/orbit/p2.eclipse.plugin/org.eclipse.jface.text.source/3.23.0.v20230123-1047, EPL-2.0, approved, eclipse.platform
p2/orbit/p2.eclipse.plugin/org.eclipse.jface.text/3.23.0.v20230123-1047, EPL-2.0, approved, eclipse.platform
p2/orbit/p2.eclipse.plugin/org.eclipse.jface/3.29.0.v20230214-1401, EPL-2.0, approved, eclipse.platform
p2/orbit/p2.eclipse.plugin/org.eclipse.jsch.core.source/1.4.0.v20220813-1037, EPL-2.0, approved, eclipse.platform
p2/orbit/p2.eclipse.plugin/org.eclipse.jsch.core/1.4.0.v20220813-1037, EPL-2.0, approved, eclipse.platform
p2/orbit/p2.eclipse.plugin/org.eclipse.jsch.ui.source/1.4.200.v20220812-1406, EPL-2.0, approved, eclipse.platform
p2/orbit/p2.eclipse.plugin/org.eclipse.jsch.ui/1.4.200.v20220812-1406, EPL-2.0, approved, eclipse.platform
p2/orbit/p2.eclipse.plugin/org.eclipse.justj.openjdk.hotspot.jre.full.linux.x86_64/17.0.5.v20221102-0933, EPL-2.0, approved, technology.justj
p2/orbit/p2.eclipse.plugin/org.eclipse.justj.openjdk.hotspot.jre.full.macosx.aarch64/17.0.5.v20221102-0933, EPL-2.0, approved, technology.justj
p2/orbit/p2.eclipse.plugin/org.eclipse.justj.openjdk.hotspot.jre.full.macosx.x86_64/17.0.5.v20221102-0933, EPL-2.0, approved, technology.justj
p2/orbit/p2.eclipse.plugin/org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64/17.0.5.v20221102-0933, EPL-2.0, approved, technology.justj
p2/orbit/p2.eclipse.plugin/org.eclipse.justj.openjdk.hotspot.jre.full/17.0.5.v20221102-0933, EPL-2.0, approved, technology.justj
p2/orbit/p2.eclipse.plugin/org.eclipse.ltk.core.refactoring.source/3.13.100.v20230117-1625, EPL-2.0, approved, eclipse.platform
p2/orbit/p2.eclipse.plugin/org.eclipse.ltk.core.refactoring/3.13.100.v20230117-1625, EPL-2.0, approved, eclipse.platform
p2/orbit/p2.eclipse.plugin/org.eclipse.ltk.ui.refactoring.source/3.12.200.v20220808-2221, EPL-2.0, approved, eclipse.platform
p2/orbit/p2.eclipse.plugin/org.eclipse.ltk.ui.refactoring/3.12.200.v20220808-2221, EPL-2.0, approved, eclipse.platform
p2/orbit/p2.eclipse.plugin/org.eclipse.osgi.compatibility.state.source/1.2.800.v20221116-1440, EPL-2.0, approved, eclipse.equinox
p2/orbit/p2.eclipse.plugin/org.eclipse.osgi.compatibility.state/1.2.800.v20221116-1440, EPL-2.0, approved, eclipse.equinox
p2/orbit/p2.eclipse.plugin/org.eclipse.osgi.services.source/3.11.100.v20221006-1531, EPL-2.0, approved, eclipse.equinox
p2/orbit/p2.eclipse.plugin/org.eclipse.osgi.services/3.11.100.v20221006-1531, EPL-2.0, approved, eclipse.equinox
p2/orbit/p2.eclipse.plugin/org.eclipse.osgi.source/3.18.300.v20230220-1352, EPL-2.0, approved, eclipse.equinox
p2/orbit/p2.eclipse.plugin/org.eclipse.osgi.util.source/3.7.200.v20230103-1101, EPL-2.0, approved, eclipse.equinox
p2/orbit/p2.eclipse.plugin/org.eclipse.osgi.util/3.7.200.v20230103-1101, EPL-2.0, approved, eclipse.equinox
p2/orbit/p2.eclipse.plugin/org.eclipse.osgi/3.18.300.v20230220-1352, EPL-2.0, approved, eclipse.equinox
p2/orbit/p2.eclipse.plugin/org.eclipse.pde.api.tools.annotations.source/1.2.0.v20230128-1746, EPL-2.0, approved, eclipse.pde
p2/orbit/p2.eclipse.plugin/org.eclipse.pde.api.tools.annotations/1.2.0.v20230128-1746, EPL-2.0, approved, eclipse.pde
p2/orbit/p2.eclipse.plugin/org.eclipse.pde.api.tools.source/1.2.1200.v20230214-1309, EPL-2.0, approved, eclipse.pde
p2/orbit/p2.eclipse.plugin/org.eclipse.pde.api.tools.ui.source/1.2.800.v20230128-2205, EPL-2.0, approved, eclipse.pde
p2/orbit/p2.eclipse.plugin/org.eclipse.pde.api.tools.ui/1.2.800.v20230128-2205, EPL-2.0, approved, eclipse.pde
p2/orbit/p2.eclipse.plugin/org.eclipse.pde.api.tools/1.2.1200.v20230214-1309, EPL-2.0, approved, eclipse.pde
p2/orbit/p2.eclipse.plugin/org.eclipse.pde.build.source/3.11.400.v20220923-1253, EPL-2.0, approved, eclipse.pde
p2/orbit/p2.eclipse.plugin/org.eclipse.pde.build/3.11.400.v20220923-1253, EPL-2.0, approved, eclipse.pde
p2/orbit/p2.eclipse.plugin/org.eclipse.pde.core.source/3.16.100.v20230126-0956, EPL-2.0, approved, eclipse.pde
p2/orbit/p2.eclipse.plugin/org.eclipse.pde.core/3.16.100.v20230126-0956, EPL-2.0, approved, eclipse.pde
p2/orbit/p2.eclipse.plugin/org.eclipse.pde.doc.user/3.14.1900.v20230116-1011, EPL-2.0, approved, eclipse.pde
p2/orbit/p2.eclipse.plugin/org.eclipse.pde.ds.annotations.source/1.2.500.v20220811-0944, EPL-2.0, approved, eclipse.pde
p2/orbit/p2.eclipse.plugin/org.eclipse.pde.ds.annotations/1.2.500.v20220811-0944, EPL-2.0, approved, eclipse.pde
p2/orbit/p2.eclipse.plugin/org.eclipse.pde.ds.core.source/1.2.500.v20220411-2005, EPL-2.0, approved, eclipse.pde
p2/orbit/p2.eclipse.plugin/org.eclipse.pde.ds.core/1.2.500.v20220411-2005, EPL-2.0, approved, eclipse.pde
p2/orbit/p2.eclipse.plugin/org.eclipse.pde.ds.ui.source/1.2.300.v20220310-2159, EPL-2.0, approved, eclipse.pde
p2/orbit/p2.eclipse.plugin/org.eclipse.pde.ds.ui/1.2.300.v20220310-2159, EPL-2.0, approved, eclipse.pde
p2/orbit/p2.eclipse.plugin/org.eclipse.pde.genericeditor.extension.source/1.1.300.v20220810-1011, EPL-2.0, approved, eclipse.pde
p2/orbit/p2.eclipse.plugin/org.eclipse.pde.genericeditor.extension/1.1.300.v20220810-1011, EPL-2.0, approved, eclipse.pde
p2/orbit/p2.eclipse.plugin/org.eclipse.pde.junit.runtime.source/3.6.200.v20220523-1051, EPL-2.0, approved, eclipse.pde
p2/orbit/p2.eclipse.plugin/org.eclipse.pde.junit.runtime/3.6.200.v20220523-1051, EPL-2.0, approved, eclipse.pde
p2/orbit/p2.eclipse.plugin/org.eclipse.pde.launching.source/3.10.300.v20230129-1906, EPL-2.0, approved, eclipse.pde
p2/orbit/p2.eclipse.plugin/org.eclipse.pde.launching/3.10.300.v20230129-1906, EPL-2.0, approved, eclipse.pde
p2/orbit/p2.eclipse.plugin/org.eclipse.pde.runtime.source/3.7.600.v20230128-2205, EPL-2.0, approved, eclipse.pde
p2/orbit/p2.eclipse.plugin/org.eclipse.pde.runtime/3.7.600.v20230128-2205, EPL-2.0, approved, eclipse.pde
p2/orbit/p2.eclipse.plugin/org.eclipse.pde.spy.bundle.source/0.12.300.v20230210-1609, EPL-2.0, approved, eclipse.pde
p2/orbit/p2.eclipse.plugin/org.eclipse.pde.spy.bundle/0.12.300.v20230210-1609, EPL-2.0, approved, eclipse.pde
p2/orbit/p2.eclipse.plugin/org.eclipse.pde.spy.context.source/1.0.500.v20230210-1609, EPL-2.0, approved, eclipse.pde
p2/orbit/p2.eclipse.plugin/org.eclipse.pde.spy.context/1.0.500.v20230210-1609, EPL-2.0, approved, eclipse.pde
p2/orbit/p2.eclipse.plugin/org.eclipse.pde.spy.core.source/1.0.300.v20230210-1609, EPL-2.0, approved, eclipse.pde
p2/orbit/p2.eclipse.plugin/org.eclipse.pde.spy.core/1.0.300.v20230210-1609, EPL-2.0, approved, eclipse.pde
p2/orbit/p2.eclipse.plugin/org.eclipse.pde.spy.css.source/0.12.400.v20230210-1609, EPL-2.0, approved, eclipse.pde
p2/orbit/p2.eclipse.plugin/org.eclipse.pde.spy.css/0.12.400.v20230210-1609, EPL-2.0, approved, eclipse.pde
p2/orbit/p2.eclipse.plugin/org.eclipse.pde.spy.event.source/1.0.200.v20230210-1609, EPL-2.0, approved, eclipse.pde
p2/orbit/p2.eclipse.plugin/org.eclipse.pde.spy.event/1.0.200.v20230210-1609, EPL-2.0, approved, eclipse.pde
p2/orbit/p2.eclipse.plugin/org.eclipse.pde.spy.model.source/0.12.500.v20230210-1609, EPL-2.0, approved, eclipse.pde
p2/orbit/p2.eclipse.plugin/org.eclipse.pde.spy.model/0.12.500.v20230210-1609, EPL-2.0, approved, eclipse.pde
p2/orbit/p2.eclipse.plugin/org.eclipse.pde.spy.preferences.source/0.12.400.v20230210-1609, EPL-2.0, approved, eclipse.pde
p2/orbit/p2.eclipse.plugin/org.eclipse.pde.spy.preferences/0.12.400.v20230210-1609, EPL-2.0, approved, eclipse.pde
p2/orbit/p2.eclipse.plugin/org.eclipse.pde.ua.core.source/1.2.300.v20211004-0555, EPL-2.0, approved, eclipse.pde
p2/orbit/p2.eclipse.plugin/org.eclipse.pde.ua.core/1.2.300.v20211004-0555, EPL-2.0, approved, eclipse.pde
p2/orbit/p2.eclipse.plugin/org.eclipse.pde.ua.ui.source/1.2.400.v20220317-0700, EPL-2.0, approved, eclipse.pde
p2/orbit/p2.eclipse.plugin/org.eclipse.pde.ua.ui/1.2.400.v20220317-0700, EPL-2.0, approved, eclipse.pde
p2/orbit/p2.eclipse.plugin/org.eclipse.pde.ui.source/3.13.800.v20230214-0834, EPL-2.0, approved, eclipse.pde
p2/orbit/p2.eclipse.plugin/org.eclipse.pde.ui.templates.source/3.7.800.v20230202-1542, EPL-2.0, approved, eclipse.pde
p2/orbit/p2.eclipse.plugin/org.eclipse.pde.ui.templates/3.7.800.v20230202-1542, EPL-2.0, approved, eclipse.pde
p2/orbit/p2.eclipse.plugin/org.eclipse.pde.ui/3.13.800.v20230214-0834, EPL-2.0, approved, eclipse.pde
p2/orbit/p2.eclipse.plugin/org.eclipse.pde/3.13.2200.v20230302-0300, EPL-2.0, approved, eclipse.pde
p2/orbit/p2.eclipse.plugin/org.eclipse.platform.doc.isv/4.27.0.v20230301-1632, EPL-2.0, approved, eclipse.platform
p2/orbit/p2.eclipse.plugin/org.eclipse.platform.doc.user/4.27.0.v20230301-1632, EPL-2.0, approved, eclipse.platform
p2/orbit/p2.eclipse.plugin/org.eclipse.platform.source/4.27.0.v20230302-0300, EPL-2.0, approved, eclipse.platform
p2/orbit/p2.eclipse.plugin/org.eclipse.platform/4.27.0.v20230302-0300, EPL-2.0, approved, eclipse.platform
p2/orbit/p2.eclipse.plugin/org.eclipse.rcp/4.27.0.v20230302-0300, EPL-2.0, approved, eclipse.platform
p2/orbit/p2.eclipse.plugin/org.eclipse.sdk/4.27.0.v20230302-0300, EPL-2.0, approved, eclipse.platform
p2/orbit/p2.eclipse.plugin/org.eclipse.search.source/3.14.400.v20230209-0804, EPL-2.0, approved, eclipse.platform
p2/orbit/p2.eclipse.plugin/org.eclipse.search/3.14.400.v20230209-0804, EPL-2.0, approved, eclipse.platform
p2/orbit/p2.eclipse.plugin/org.eclipse.swt.cocoa.macosx.aarch64.source/3.123.0.v20230220-1431, EPL-2.0, approved, eclipse.platform
p2/orbit/p2.eclipse.plugin/org.eclipse.swt.cocoa.macosx.aarch64/3.123.0.v20230220-1431, EPL-2.0, approved, eclipse.platform
p2/orbit/p2.eclipse.plugin/org.eclipse.swt.cocoa.macosx.x86_64.source/3.123.0.v20230220-1431, EPL-2.0, approved, eclipse.platform
p2/orbit/p2.eclipse.plugin/org.eclipse.swt.cocoa.macosx.x86_64/3.123.0.v20230220-1431, EPL-2.0, approved, eclipse.platform
p2/orbit/p2.eclipse.plugin/org.eclipse.swt.gtk.linux.x86_64.source/3.123.0.v20230220-1431, EPL-2.0, approved, eclipse.platform
p2/orbit/p2.eclipse.plugin/org.eclipse.swt.gtk.linux.x86_64/3.123.0.v20230220-1431, EPL-2.0, approved, eclipse.platform
p2/orbit/p2.eclipse.plugin/org.eclipse.swt.win32.win32.x86_64.source/3.123.0.v20230220-1431, EPL-2.0, approved, eclipse.platform
p2/orbit/p2.eclipse.plugin/org.eclipse.swt.win32.win32.x86_64/3.123.0.v20230220-1431, EPL-2.0, approved, eclipse.platform
p2/orbit/p2.eclipse.plugin/org.eclipse.swt/3.123.0.v20230220-1431, EPL-2.0, approved, eclipse.platform
p2/orbit/p2.eclipse.plugin/org.eclipse.team.core.source/3.9.700.v20221201-0946, EPL-2.0, approved, eclipse.platform
p2/orbit/p2.eclipse.plugin/org.eclipse.team.core/3.9.700.v20221201-0946, EPL-2.0, approved, eclipse.platform
p2/orbit/p2.eclipse.plugin/org.eclipse.team.genericeditor.diff.extension.source/1.1.100.v20220812-1406, EPL-2.0, approved, eclipse.platform
p2/orbit/p2.eclipse.plugin/org.eclipse.team.genericeditor.diff.extension/1.1.100.v20220812-1406, EPL-2.0, approved, eclipse.platform
p2/orbit/p2.eclipse.plugin/org.eclipse.team.ui.source/3.9.600.v20230207-1607, EPL-2.0, approved, eclipse.platform
p2/orbit/p2.eclipse.plugin/org.eclipse.team.ui/3.9.600.v20230207-1607, EPL-2.0, approved, eclipse.platform
p2/orbit/p2.eclipse.plugin/org.eclipse.text.quicksearch.source/1.1.500.v20230129-1959, EPL-2.0, approved, eclipse.platform
p2/orbit/p2.eclipse.plugin/org.eclipse.text.quicksearch/1.1.500.v20230129-1959, EPL-2.0, approved, eclipse.platform
p2/orbit/p2.eclipse.plugin/org.eclipse.text.source/3.12.300.v20220921-1010, EPL-2.0, approved, eclipse.platform
p2/orbit/p2.eclipse.plugin/org.eclipse.text/3.12.300.v20220921-1010, EPL-2.0, approved, eclipse.platform
p2/orbit/p2.eclipse.plugin/org.eclipse.tools.layout.spy.source/1.1.100.v20221111-1233, EPL-2.0, approved, eclipse.pde
p2/orbit/p2.eclipse.plugin/org.eclipse.tools.layout.spy/1.1.100.v20221111-1233, EPL-2.0, approved, eclipse.pde
p2/orbit/p2.eclipse.plugin/org.eclipse.ui.browser.source/3.7.400.v20230220-1021, EPL-2.0, approved, eclipse.platform
p2/orbit/p2.eclipse.plugin/org.eclipse.ui.browser/3.7.400.v20230220-1021, EPL-2.0, approved, eclipse.platform
p2/orbit/p2.eclipse.plugin/org.eclipse.ui.cheatsheets.source/3.7.500.v20220903-1020, EPL-2.0, approved, eclipse.platform
